date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:51:13	2833/2833	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Feb%202021%2021:51:17%20GMT	https://lalisavedra.com/lalisavedra.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flalisavedra.com%2Fjogos-da-3a-fase-da-1a-divisao-do-jocol-serao-eliminatorios-e-todos-no-estadio-municipal%2F&format=xml	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-json/oembed/1.0/embed0d9f	(from https://lalisavedra.com/jogos-da-3a-fase-da-1a-divisao-do-jocol-serao-eliminatorios-e-todos-no-estadio-municipal/)
18:51:15	3815/3815	---M-Z	200	added ('OK')	application/json	date:Fri,%2019%20Feb%202021%2021:51:18%20GMT	https://lalisavedra.com/lalisavedra.com/wp-json/wp/v2/posts/1818	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-json/wp/v2/posts/1818.json	(from https://lalisavedra.com/resultados-1a-rodada-do-jocolzinho/)
18:51:15	36392/36392	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:51:18%20GMT	https://lalisavedra.com/inter-e-dono-da-lanterna/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/inter-e-dono-da-lanterna/index.html	(from https://lalisavedra.com/jogos-da-3a-fase-da-1a-divisao-do-jocol-serao-eliminatorios-e-todos-no-estadio-municipal/)
18:51:15	36071/36071	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:51:18%20GMT	https://lalisavedra.com/morphos-lidera-o-futebol-do-sesi/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/morphos-lidera-o-futebol-do-sesi/index.html	(from https://lalisavedra.com/jogos-da-3a-fase-da-1a-divisao-do-jocol-serao-eliminatorios-e-todos-no-estadio-municipal/)
18:51:15	37086/37086	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:51:18%20GMT	https://lalisavedra.com/jocolzinho-tem-jogos-decisivos/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/jocolzinho-tem-jogos-decisivos/index.html	(from https://lalisavedra.com/jogos-da-3a-fase-da-1a-divisao-do-jocol-serao-eliminatorios-e-todos-no-estadio-municipal/)
18:51:16	2396/2396	---M-Z	200	added ('OK')	application/json	date:Fri,%2019%20Feb%202021%2021:51:20%20GMT	https://lalisavedra.com/lalisavedra.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flalisavedra.com%2Fresultados-1a-rodada-do-jocolzinho%2F	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-json/oembed/1.0/embeda6cd.json	(from https://lalisavedra.com/resultados-1a-rodada-do-jocolzinho/)
18:51:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Feb%202021%2021:51:20%20GMT	https://lalisavedra.com/?p=1818	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/indexb4ea.html	(from https://lalisavedra.com/resultados-1a-rodada-do-jocolzinho/)
18:51:17	2488/2488	---M-Z	200	added ('OK')	text/xml	date:Fri,%2019%20Feb%202021%2021:51:21%20GMT	https://lalisavedra.com/lalisavedra.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Flalisavedra.com%2Fresultados-1a-rodada-do-jocolzinho%2F&format=xml	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-json/oembed/1.0/embedd80c	(from https://lalisavedra.com/resultados-1a-rodada-do-jocolzinho/)
18:51:18	38463/38463	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:51:22%20GMT	https://lalisavedra.com/aurelio-goncalves-nosso-rei-da-natacao-para-ppne/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/aurelio-goncalves-nosso-rei-da-natacao-para-ppne/index.html	(from https://lalisavedra.com/resultados-1a-rodada-do-jocolzinho/)
18:51:18	39087/39087	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:51:22%20GMT	https://lalisavedra.com/madureira-e-campeao-de-urubici/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/madureira-e-campeao-de-urubici/index.html	(from https://lalisavedra.com/resultados-1a-rodada-do-jocolzinho/)
18:51:19	37205/37205	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:51:22%20GMT	https://lalisavedra.com/resultados-da-5a-rodada-da-divisao-especial-do-jocol/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/resultados-da-5a-rodada-da-divisao-especial-do-jocol/index.html	(from https://lalisavedra.com/resultados-1a-rodada-do-jocolzinho/)
18:51:19	36596/36596	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:51:22%20GMT	https://lalisavedra.com/agenda-do-futebol-em-lages/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/agenda-do-futebol-em-lages/index.html	(from https://lalisavedra.com/resultados-1a-rodada-do-jocolzinho/)
18:51:22	37390/37390	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:51:24%20GMT	https://lalisavedra.com/resultados-da-3a-rodada-da-2a-fase-da-1a-divisao-do-jocol/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/resultados-da-3a-rodada-da-2a-fase-da-1a-divisao-do-jocol/index.html	(from https://lalisavedra.com/page/2/)
18:51:24	37216/37216	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:51:27%20GMT	https://lalisavedra.com/resultados-da-2a-rodada-da-2a-fase-da-1a-divisao-do-jocol/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/resultados-da-2a-rodada-da-2a-fase-da-1a-divisao-do-jocol/index.html	(from https://lalisavedra.com/page/2/)
18:51:34	91374/91374	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2025%20Mar%202018%2022:43:18%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/03/29573190_302664130262261_427651095536212517_n.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/03/29573190_302664130262261_427651095536212517_n.jpg	(from https://lalisavedra.com/page/2/)
18:51:36	37232/37232	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:51:39%20GMT	https://lalisavedra.com/resultados-da-4a-rodada-da-divisao-especial-do-jocol/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/resultados-da-4a-rodada-da-divisao-especial-do-jocol/index.html	(from https://lalisavedra.com/page/2/)
18:51:41	165797/165797	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jul%202018%2022:40:26%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/07/CSK-1024x450.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/07/CSK-1024x450.jpg	(from https://lalisavedra.com/page/2/)
18:51:43	36689/36689	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:51:46%20GMT	https://lalisavedra.com/resultados-da-3a-rodada-da-divisao-especial-do-jocol/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/resultados-da-3a-rodada-da-divisao-especial-do-jocol/index.html	(from https://lalisavedra.com/page/2/)
18:51:48	208816/208816	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2005%20Aug%202018%2021:52:50%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/08/005-1024x644.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/08/005-1024x644.jpg	(from https://lalisavedra.com/page/2/)
18:51:48	183333/183333	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jul%202018%2022:35:55%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/07/007-1024x529.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/07/007-1024x529.jpg	(from https://lalisavedra.com/page/2/)
18:51:50	38612/38612	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:51:53%20GMT	https://lalisavedra.com/resultados-da-1a-rodada-da-2a-fase-da-1a-divisao-do-jocol/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/resultados-da-1a-rodada-da-2a-fase-da-1a-divisao-do-jocol/index.html	(from https://lalisavedra.com/page/2/)
18:51:53	39457/39457	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:51:56%20GMT	https://lalisavedra.com/jogos-da-1a-rodada-da-2a-fase-da-1a-divisao-do-jocol/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/jogos-da-1a-rodada-da-2a-fase-da-1a-divisao-do-jocol/index.html	(from https://lalisavedra.com/page/2/)
18:51:55	39870/39870	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:51:58%20GMT	https://lalisavedra.com/jogos-da-3a-rodada-da-divisao-especial-do-jocol/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/jogos-da-3a-rodada-da-divisao-especial-do-jocol/index.html	(from https://lalisavedra.com/page/2/)
18:51:57	37521/37521	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:52:01%20GMT	https://lalisavedra.com/resultados-da-9a-rodada-da-1a-divisao-do-jocol/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/resultados-da-9a-rodada-da-1a-divisao-do-jocol/index.html	(from https://lalisavedra.com/page/2/)
18:51:58	163886/163886	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2015%20Jul%202018%2021:31:22%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/07/vila-real-1024x522.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/07/vila-real-1024x522.jpg	(from https://lalisavedra.com/page/2/)
18:51:59	591/591	---M-Z	200	added ('OK')	application/json	date:Fri,%2019%20Feb%202021%2021:52:03%20GMT	https://lalisavedra.com/lalisavedra.com/wp-json/wp/v2/categories/1	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-json/wp/v2/categories/1.json	(from https://lalisavedra.com/category/amador/)
18:52:00	36868/36868	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:52:03%20GMT	https://lalisavedra.com/resultados-da-2a-rodada-da-divisao-especial-do-jocol-2/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/resultados-da-2a-rodada-da-divisao-especial-do-jocol-2/index.html	(from https://lalisavedra.com/page/2/)
18:52:02	106483/106483	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:52:04%20GMT	https://lalisavedra.com/page/3/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/page/3/index.html	(from https://lalisavedra.com/page/2/)
18:52:02	160116/160116	---MCZ	200	added ('OK')	image/jpeg	date:Wed,%2011%20Jul%202018%2001:30:04%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/07/Figueirinha-Junior-1024x474.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/07/Figueirinha-Junior-1024x474.jpg	(from https://lalisavedra.com/page/2/)
18:52:05	13863/13863	---M-Z	200	added ('OK')	application/rss+xml	date:Fri,%2013%20Mar%202020%2023:31:10%20GMT	https://lalisavedra.com/category/amador/feed/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/amador/feed/index.html	(from https://lalisavedra.com/category/amador/)
18:52:06	40319/40319	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:52:10%20GMT	https://lalisavedra.com/guaruja-e-campeao-do-amador-da-liga-serrana/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/guaruja-e-campeao-do-amador-da-liga-serrana/index.html	(from https://lalisavedra.com/category/amador/)
18:52:16	217129/217129	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2008%20Jul%202018%2022:12:16%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/07/juvenil-bloco-2-1024x659.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/07/juvenil-bloco-2-1024x659.jpg	(from https://lalisavedra.com/page/2/)
18:52:24	164351/164351	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2015%20Apr%202018%2022:29:34%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/04/004-1024x449.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/04/004-1024x449.jpg	(from https://lalisavedra.com/category/amador/)
18:52:25	202847/202847	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2015%20Apr%202018%2022:28:58%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/04/024-1-1024x918.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/04/024-1-1024x918.jpg	(from https://lalisavedra.com/category/amador/)
18:52:28	166441/166441	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2015%20Apr%202018%2022:30:05%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/04/003-1024x487.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/04/003-1024x487.jpg	(from https://lalisavedra.com/category/amador/)
18:52:44	208520/208520	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2015%20Apr%202018%2022:30:48%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/04/005-1024x768.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/04/005-1024x768.jpg	(from https://lalisavedra.com/category/amador/)
18:52:45	37747/37747	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:52:49%20GMT	https://lalisavedra.com/guaruja-e-vila-mariza-decidem-o-campeonato-amador/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/guaruja-e-vila-mariza-decidem-o-campeonato-amador/index.html	(from https://lalisavedra.com/category/amador/)
18:52:46	168202/168202	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2015%20Apr%202018%2022:31:50%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/04/021-888x1024.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/04/021-888x1024.jpg	(from https://lalisavedra.com/category/amador/)
18:52:47	168917/168917	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2015%20Apr%202018%2022:33:33%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/04/016-1024x768.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/04/016-1024x768.jpg	(from https://lalisavedra.com/category/amador/)
18:52:55	44283/44283	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2011%20Mar%202018%2023:47:58%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/03/28870525_194668884626284_2266063946159707337_n.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/03/28870525_194668884626284_2266063946159707337_n.jpg	(from https://lalisavedra.com/category/amador/)
18:52:56	173763/173763	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2008%20Apr%202018%2023:26:35%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/04/30442831_1810037312350089_3578898678984736768_n.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/04/30442831_1810037312350089_3578898678984736768_n.jpg	(from https://lalisavedra.com/category/amador/)
18:52:58	36607/36607	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:53:01%20GMT	https://lalisavedra.com/definido-os-semifinalistas-do-amador/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/definido-os-semifinalistas-do-amador/index.html	(from https://lalisavedra.com/category/amador/)
18:53:00	37386/37386	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:53:03%20GMT	https://lalisavedra.com/definido-os-classificados-no-amador/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/definido-os-classificados-no-amador/index.html	(from https://lalisavedra.com/category/amador/)
18:53:04	115149/115149	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2019%20Mar%202018%2001:30:54%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/03/29342989_299874127207928_541620669088006144_n.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/03/29342989_299874127207928_541620669088006144_n.jpg	(from https://lalisavedra.com/category/amador/)
18:53:06	36859/36859	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:53:10%20GMT	https://lalisavedra.com/penultima-rodada-do-amador/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/penultima-rodada-do-amador/index.html	(from https://lalisavedra.com/category/amador/)
18:53:09	84165/84165	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2005%20Mar%202018%2000:03:49%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/03/27545209_181782525914920_4537764605571238557_n.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/03/27545209_181782525914920_4537764605571238557_n.jpg	(from https://lalisavedra.com/category/amador/)
18:53:11	171949/171949	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2008%20Apr%202018%2023:27:25%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/04/30515920_1810936998926787_5343124622587985920_n.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/04/30515920_1810936998926787_5343124622587985920_n.jpg	(from https://lalisavedra.com/category/amador/)
18:53:11	37004/37004	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:53:15%20GMT	https://lalisavedra.com/chave-b-do-amador-esta-acirrada/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/chave-b-do-amador-esta-acirrada/index.html	(from https://lalisavedra.com/category/amador/)
18:53:14	37135/37135	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:53:17%20GMT	https://lalisavedra.com/amador-com-supremacia-da-chave-b/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/amador-com-supremacia-da-chave-b/index.html	(from https://lalisavedra.com/category/amador/)
18:53:16	37389/37389	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:53:19%20GMT	https://lalisavedra.com/acbv-e-guaruja-sao-100-no-amador/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/acbv-e-guaruja-sao-100-no-amador/index.html	(from https://lalisavedra.com/category/amador/)
18:53:19	76480/76480	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2019%20Feb%202018%2001:30:26%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/02/27336731_181414859285020_5865821734382261831_n.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/02/27336731_181414859285020_5865821734382261831_n.jpg	(from https://lalisavedra.com/category/amador/)
18:53:21	37000/37000	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:53:24%20GMT	https://lalisavedra.com/amador-comeca-com-duas-goleadas/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/amador-comeca-com-duas-goleadas/index.html	(from https://lalisavedra.com/category/amador/)
18:53:23	36457/36457	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:53:26%20GMT	https://lalisavedra.com/amador-comeca-sabado-com-14-times/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/amador-comeca-sabado-com-14-times/index.html	(from https://lalisavedra.com/category/amador/)
18:53:26	88787/88787	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:53:28%20GMT	https://lalisavedra.com/category/amador/page/2/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/amador/page/2/index.html	(from https://lalisavedra.com/category/amador/)
18:53:27	605/605	---M-Z	200	added ('OK')	application/json	date:Fri,%2019%20Feb%202021%2021:53:31%20GMT	https://lalisavedra.com/lalisavedra.com/wp-json/wp/v2/categories/18	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-json/wp/v2/categories/18.json	(from https://lalisavedra.com/category/arbitragem/)
18:53:29	3637/3637	---M-Z	200	added ('OK')	application/rss+xml	date:Fri,%2013%20Mar%202020%2023:31:10%20GMT	https://lalisavedra.com/category/arbitragem/feed/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/arbitragem/feed/index.html	(from https://lalisavedra.com/category/arbitragem/)
18:53:34	151323/151323	---MCZ	200	added ('OK')	image/jpeg	date:Mon,%2005%20Feb%202018%2000:50:12%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/02/27336323_181335309292975_4585542417717607808_n.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/02/27336323_181335309292975_4585542417717607808_n.jpg	(from https://lalisavedra.com/category/amador/)
18:53:35	239388/239388	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2025%20Feb%202018%2023:13:34%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2018/02/28167296_410623266041495_3389339328644374502_n-1.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2018/02/28167296_410623266041495_3389339328644374502_n-1.jpg	(from https://lalisavedra.com/category/amador/)
18:53:37	39565/39565	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:53:39%20GMT	https://lalisavedra.com/a-20-anos-atras-lali-apitou-seu-primeiro-jogo/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/a-20-anos-atras-lali-apitou-seu-primeiro-jogo/index.html	(from https://lalisavedra.com/category/arbitragem/)
18:53:39	184316/184316	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2007%20May%202017%2023:40:03%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2017/05/058-1024x768.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2017/05/058-1024x768.jpg	(from https://lalisavedra.com/category/amador/)
18:53:46	111654/111654	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202017%2001:48:13%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2017/04/12-4-768x1024.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2017/04/12-4-768x1024.jpg	(from https://lalisavedra.com/category/arbitragem/)
18:53:49	36659/36659	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:53:51%20GMT	https://lalisavedra.com/arbitragem-faz-churrasco-para-confraternizar/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/arbitragem-faz-churrasco-para-confraternizar/index.html	(from https://lalisavedra.com/category/arbitragem/)
18:53:50	613/613	---M-Z	200	added ('OK')	application/json	date:Fri,%2019%20Feb%202021%2021:53:54%20GMT	https://lalisavedra.com/lalisavedra.com/wp-json/wp/v2/categories/16	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-json/wp/v2/categories/16.json	(from https://lalisavedra.com/category/arrancadoes/)
18:53:51	2492/2492	---M-Z	200	added ('OK')	application/rss+xml	date:Fri,%2013%20Mar%202020%2023:31:10%20GMT	https://lalisavedra.com/category/arrancadoes/feed/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/arrancadoes/feed/index.html	(from https://lalisavedra.com/category/arrancadoes/)
18:53:55	136092/136092	---MCZ	200	added ('OK')	image/jpeg	date:Fri,%2014%20Apr%202017%2001:52:03%20GMT	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2017/04/47-4-768x1024.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2017/04/47-4-768x1024.jpg	(from https://lalisavedra.com/category/arbitragem/)
18:53:57	38539/38539	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:54:00%20GMT	https://lalisavedra.com/piloto-lageano-no-arrancadao-de-caminhoes-no-sul-do-estado/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/piloto-lageano-no-arrancadao-de-caminhoes-no-sul-do-estado/index.html	(from https://lalisavedra.com/category/arrancadoes/)
18:54:01	171879/171879	---MCZ	200	added ('OK')	image/jpeg	etag:%2229f67-54d16b79417b7-gzip%22	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2017/04/002-1024x768.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2017/04/002-1024x768.jpg	(from https://lalisavedra.com/category/arbitragem/)
18:54:02	156035/156035	---MCZ	200	added ('OK')	image/jpeg	etag:%2226183-54b3103138ded-gzip%22	https://lalisavedra.com/lalisavedra.com/wp-content/uploads/2017/03/arbitros.jpg	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-content/uploads/2017/03/arbitros.jpg	(from https://lalisavedra.com/category/arbitragem/)
18:54:03	614/614	---M-Z	200	added ('OK')	application/json	date:Fri,%2019%20Feb%202021%2021:54:07%20GMT	https://lalisavedra.com/lalisavedra.com/wp-json/wp/v2/categories/25	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/wp-json/wp/v2/categories/25.json	(from https://lalisavedra.com/category/automobilismo/)
18:54:04	2266/2266	---M-Z	200	added ('OK')	application/rss+xml	date:Fri,%2013%20Mar%202020%2023:31:10%20GMT	https://lalisavedra.com/category/automobilismo/feed/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/category/automobilismo/feed/index.html	(from https://lalisavedra.com/category/automobilismo/)
18:54:06	36059/36059	---M-Z	200	added ('OK')	text/html	date:Fri,%2019%20Feb%202021%2021:54:09%20GMT	https://lalisavedra.com/23-anos-sem-ayrton-senna/	H:/site-lalisavedra-com/static/htt/lalisavedra-com-static/lalisavedra.com/23-anos-sem-ayrton-senna/index.html	(from https://lalisavedra.com/category/automobilismo/)
